Captain's name,Crew deaths during voyage,Crew at first landing of captives,Crew at voyage outset,Date vessel departed with captives,Date vessel departed for homeport,Display in compact mode,Date vessel arrived with captives,First place where captives were landed,First place where captives were purchased,Guns mounted,Cargo,Year of arrival at port of disembarkation,"Voyage duration, homeport to disembarkation (in days)",Place where vessel's voyage began,Principal place where captives were purchased,Principal place where captives were landed,Total embarked,Total disembarked,Captive deaths during crossing,Percentage of captives who died during crossing,Captive Background,Flag of vessel,Percent boys,Percent children,Percent girls,Percent males,Percent men,Percent women,Sterling cash price in Jamaica,Duration of captives' crossing (in days),Flag of vessel.1,Captives carried from 1st port,Captives carried from 2nd port,Captives carried from 3rd port,Captives landed at 1st port,Captives landed at 2nd port,Captives landed at 3rd port,Captives intended to be purchased at 1st place,Outcome of voyage for owner,Outcome of voyage if ship captured,Outcome of voyage for captives,Particular outcome of voyage,Vessel owner,Place where vessel's voyage ended,Places of call before Atlantic crossing,Place registered,Year registered,Resistance,Rig or type of vessel,Show advanced variables in search filters,Second place where captives were landed,Second place where captives were purchased,Vessel name,Date captive embarkation began,Source of data,Third place where captives were landed,Third place where captives were purchased,Tonnage,Standardized tonnage,Captives arrived at 1st port,Total embarked.1,Place constructed,Date vessel's voyage began,Date vessel arrived at homeport,Voyage ID,Year constructed,VOYAGEID2
Durocher-Sorin,25.0,,27.0,,,,,,,,,1765.0,,,,,25.0,,,,,France,,,,,,,,,France,25.0,0.0,0.0,,,,,Original goal thwarted (human agency),African,"Slaves embarked, transhipped or no further record",Captured by slaves: ship did not reach the Americas,Violette,,,,,Slave insurrection,,,,,Henriette,1765-01-01T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,70.0,128.3,,,,1764-11-29T00:00:00Z,,30793,,
"Eyvelin, Joseph",25.0,,47.0,1766-09-01T00:00:00Z,,,1766-12-05T00:00:00Z,,,,,1766.0,571.0,,,,550.0,257.0,293.0,0.53,,France,,,,,,,,95.0,France,550.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Dhaveloose<br/> Meckenhauser*,,,,,,,,,,Charlot,1765-09-15T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,220.0,329.3,257.0,550.0,,1765-05-13T00:00:00Z,1767-07-03T00:00:00Z,30811,,
"Thomas, Fr",26.0,,34.0,1766-08-15T00:00:00Z,,,1766-10-04T00:00:00Z,,,,,1766.0,490.0,,,,401.0,208.0,193.0,0.48,,France,0.19792,0.35417,0.15625,0.64063,0.44271,0.20313,,50.0,France,401.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"La Clauserie, René-Bertrand de",,,,,,,,,,Roy de Louangue,1765-09-10T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,150.0,272.3,208.0,401.0,,1765-06-01T00:00:00Z,1767-07-22T00:00:00Z,30815,,
"Mesnard, P",24.0,,48.0,1766-05-05T00:00:00Z,,,1766-06-25T00:00:00Z,,,,,1766.0,337.0,,,,522.0,455.0,67.0,0.13,,France,0.16044,0.24176,0.08132,0.70769,0.54725,0.21099,,51.0,France,522.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Exaudy de Kerbigaut,,,,,,,,,,Duchesse de Grammont,1765-09-30T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,220.0,329.3,455.0,522.0,,1765-07-23T00:00:00Z,1766-12-23T00:00:00Z,30818,,
"Chauveau, Julien",30.0,,54.0,1769-02-13T00:00:00Z,,,1769-04-23T00:00:00Z,,,,,1769.0,331.0,,,,393.0,305.0,88.0,0.22,,France,0.2459,0.38033,0.13443,0.67541,0.42951,0.19016,,69.0,France,393.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Gruel, Jacques",,,,,,,,,,Marie Gabrielle,1768-08-30T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,200.0,305.3,305.0,393.0,,1768-05-27T00:00:00Z,1769-09-02T00:00:00Z,30884,,
James<br/> Virdet,20.0,,50.0,1770-07-19T00:00:00Z,,,1770-09-16T00:00:00Z,,,,,1770.0,647.0,,,,111.0,65.0,46.0,0.41,,France,0.27692,0.46154,0.18462,0.55385,0.27692,0.26154,,59.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Seigne, de (Fils Aîné)",,,,,Slave insurrection,,,,,Entreprise,,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,180.0,281.3,65.0,111.0,,1768-12-08T00:00:00Z,1771-04-13T00:00:00Z,30899,,
"Doutreau, A<br/> Lecomte, F",20.0,,61.0,1775-03-06T00:00:00Z,,,1775-05-03T00:00:00Z,,,,,1775.0,589.0,,,,214.0,193.0,,,,France,,,,,,,,58.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Peltier Dudoyer,,,,,,,,,,Boynes,1773-12-18T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,180.0,180.0,,214.0,,1773-09-21T00:00:00Z,1775-10-14T00:00:00Z,30995,,
"Arnoult, Jean",20.0,,29.0,1774-06-10T00:00:00Z,,,,,,,,1774.0,,,,,252.0,,,,,France,,,,,,,,,France,,,,,,,,Original goal thwarted (human agency),African,Slaves perished with ship,"Destroyed, lost or sold as result of slave rebellion",Dubois Viollette<br/> Genevois,,,,,Slave insurrection,,,,,Diane,1774-01-10T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,120.0,120.0,,252.0,,1773-11-20T00:00:00Z,,31001,,
"Baherre, J-F",23.0,,,,,,1784-08-30T00:00:00Z,,,,,1784.0,1006.0,,,,386.0,267.0,,,,France,,,,,,,,,France,,,,,,,,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Americas,Laid up (disarmed) or broken up in the Americas,"Luynes, Augustin de",,,,,,,,,,Geneviève,1783-04-01T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,609.0,,,,,1781-11-28T00:00:00Z,,31091,,
"Beauman, Fr de",22.0,,80.0,1784-11-23T00:00:00Z,,,1785-01-06T00:00:00Z,,,,,1785.0,410.0,,,,610.0,555.0,,,,France,,,,,,,,44.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Delaville,,,,,,,,,,Madame,1784-03-24T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Meyer,304<>Meyer, Jean, <i>L'Armement Nantais dans la Deuxième Moitié du XVIIIe SiPcle</i> (Paris, 1969).",,,350.0,,555.0,,,1783-11-23T00:00:00Z,1785-05-30T00:00:00Z,31120,,
"David, Louis",22.0,,,,,,1785-05-18T00:00:00Z,,,,,1785.0,429.0,,,,319.0,290.0,,,,France,,,,,,,,,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Pelletier Dudoyer<br/> Guibert,,,,,,,,,,Union des Six Frères,,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,240.0,,290.0,,,1784-03-15T00:00:00Z,1785-09-16T00:00:00Z,31129,,
"Chevy, J-B",21.0,,66.0,1788-05-20T00:00:00Z,,,1788-07-20T00:00:00Z,,,,,1788.0,494.0,,,,510.0,464.0,,,,France,,,,,,,,61.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Libault<br/> Parent,,,,,,,,,,Vénus,1787-07-11T00:00:00Z,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,704.0,,464.0,,,1787-03-14T00:00:00Z,1789-02-13T00:00:00Z,31223,,
Blanchard,21.0,,60.0,,,,1789-05-23T00:00:00Z,,,,,1789.0,361.0,,,,396.0,360.0,,,,France,,,,,,,,,France,,,,,,,,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Americas,Condemned - Americas after disembarkation,"La Villeboisnet, Épivent de",,,,,,,,,,Mangoffe,,"mettas,I<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,928.0,,360.0,,,1788-05-27T00:00:00Z,,31253,,
"Pinson, Bernard",24.0,,61.0,1750-02-26T00:00:00Z,,,1750-05-02T00:00:00Z,,,,,1750.0,377.0,,,,386.0,351.0,,,,France,,,,,,,,65.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Lafrette,,,,,,,,,,Marquise d'Amou,1749-08-29T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,360.0,409.1,,,,1749-04-20T00:00:00Z,1750-11-28T00:00:00Z,31430,,
"Lit, IJf Jansz van",60.0,0.0,60.0,1722-07-06T00:00:00Z,1723-01-01T00:00:00Z,,1722-01-01T00:00:00Z,,,22.0,,1722.0,,,,,525.0,40.0,,,,Netherlands,,,,,,,,,Netherlands,,,,,,,,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Americas,"Shipwrecked or destroyed, after disembarkation",West-Indische Compagnie,,,,,,,,,,Petronella Alida,1721-12-28T00:00:00Z,"Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990)., Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997)., HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company., Winter,198<>Van Winter, P. J., <i>De Westindische Compagnie ter kamer Stad en Lande</i> ('s-Gravenhage, 1978)., Leuftink,166<>Leuftink, Arnold E., <i>Harde Leermeesters. Zeelieden en hun dokters in de 18<sup>de</sup> eeuw</i> (Zutphen, 1991).",,,,,40.0,,,1721-08-20T00:00:00Z,,10236,,
"Mooylieves, Cornelis",67.0,,,1732-04-28T00:00:00Z,1733-03-09T00:00:00Z,,1732-08-01T00:00:00Z,,,,,1732.0,469.0,,,,394.0,132.0,262.0,0.66,,Netherlands,,,,,,,,95.0,Netherlands,,,,110.0,0.0,0.0,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,West-Indische Compagnie,,,,,,,,,,Stad en Lande,1731-10-01T00:00:00Z,"Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990)., Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997)., HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company., VanDantzig,265-6,268,273-5<>Van Dantzig, Albert, <i>The Dutch and the Guinea Coast, 1674-1742: A Collection of Documents from the General State Archive at the Hague</i> (Accra, 1978).              , Winter,198-9<>Van Winter, P. J., <i>De Westindische Compagnie ter kamer Stad en Lande</i> ('s-Gravenhage, 1978).",,,,,132.0,394.0,,1731-04-20T00:00:00Z,1733-06-03T00:00:00Z,10315,,
"Hemphill, John",24.0,,68.0,,1775-01-20T00:00:00Z,,,,,,,1773.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,,,,,,,Ship,,,,Favourite,,"BT98/35,82<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,,,,,,1773-11-26T00:00:00Z,1775-03-15T00:00:00Z,26387,,
"Bastresse, Bernard",36.0,,112.0,,,,,,,32.0,,1703.0,,,,,292.0,260.0,,,,France,,,,,,,,,,,,,,,,,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Americas,Shipwrecked or destroyed - unspecified,Compagnie du Sénégal,,,,,,Fragata,,,,Princesse,,"ANSOM, C6 3 17 Mar 1704, 20 Feb 1709<><p><em>ANSOM </em> ()</p>, ANSOM, F2A 7, 5 Aug 1704 Navigation des Il<><p><em>ANSOM </em> ()</p>, ADLA B4643<><p><em>Archives D&eacute;partmentales Loire-Atlantique</em> (Nantes)</p>, Hallier, 10<><p>Hallier, Val&eacute;rie, Le lancement de la traite n&eacute;gri&egrave;re &agrave; Nantes de 1688 &agrave; 1713 (M&eacute;moire de ma&icirc;trise, Universit&eacute; de Nantes, 1996)</p>, ADLA 120 J 332 passports<><p><em>Archives D&eacute;partmentales Loire-Atlantique</em> (Nantes)</p>",,,300.0,300.0,,,,1703-07-07T00:00:00Z,,33834,,
"Quarrier, William<br/> Smith, Francisco",41.0,,42.0,,,,,,,,,1799.0,,,,,355.0,,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,401.0,Original goal thwarted (natural hazard),Natural hazard,Slaves perished with ship,"Shipwrecked or destroyed, after embarkation of slaves or during slaving","Tarleton, Thomas<br/> Falkner, Edward<br/> Executors of Tartleton, Clayton (dec.)<br/> Rigg, William",,,,,Slave insurrection,Ship,,,,Lightning,1799-01-01T00:00:00Z,"LR1799<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/60,309<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, Williams,683<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897)., LList, 15 Jan 1799<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 23 July 1799<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, AA,I,1<><i>Arquivos de Angola</i>, 27 vols. (Luanda, 1936-70)., AA,série II,vol.16,p.163<><i>Arquivos de Angola</i>, 27 vols. (Luanda, 1936-70)., MMM, C/EX/L/5/3,1798.040<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,267.0,267.0,,,80704.0,1798-07-24T00:00:00Z,,82257,1778.0,
"Smale, John",23.0,,52.0,,1787-06-23T00:00:00Z,,1787-05-15T00:00:00Z,,,,,1787.0,410.0,,,,223.0,204.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,450.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Earle, Thomas<br/> Smale, John",,,10432.0,1786.0,,Ship,,,,Lord Stanley,,"LR1787<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/47,314<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LivRO,942HOL(10),475,477<><i>Liverpool Record Office</i> (Liverpool, UK) 942 HOL, Materials towards a History of Liverpool collected by John Holt and Matthew Gregson, vol. 10, CO33/19<><p><em>Colonial Office </em>BNA (Kew)</p>, PP,1789(631),XXIV<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1789(629),XXIV<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, LList, 1 Dec 1786<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 13 Mar 1787<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 29 June 1787<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 10 Aug 1787<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,240.0,240.0,204.0,,10432.0,1786-03-31T00:00:00Z,1787-08-03T00:00:00Z,82467,1775.0,
"Leathom, Roger",23.0,,52.0,,,,1790-03-10T00:00:00Z,,,,,1790.0,641.0,,,,359.0,328.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Earle, Thomas<br/> Holland, Francis<br/> Smale, John<br/> Hodgson, Ellis Leckonby<br/> Hodgson, Thomas<br/> Earle, William (Jr)<br/> Caton, Joseph<br/> Cooper, John",,,10432.0,1787.0,,Ship,,,,Maria,,"LR1789<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/50,278<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, craig,113<>Craig, Robert and Rupert Jarvis, <i>Liverpool Registry of Merchant Ships</i> (Manchester, 1967)., LList, 3 Aug 1790<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, C107/5<><p><em>Chancery, BNA</em> (Kew)</p>",,,271.0,271.0,,,35106.0,1788-06-07T00:00:00Z,1790-07-31T00:00:00Z,82468,1783.0,
"Mitchell, John",23.0,,29.0,,,,1806-04-01T00:00:00Z,,,,,1806.0,,,,,109.0,100.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,209.0,Original goal thwarted (human agency),Captor unspecified,Slaves disembarked in Americas,Captured unspecified after slaves disembarked,"McIver, Willliam<br/> McViccar, Duncan<br/> McCorquodale, Hugh<br/> Tucker, Joseph<br/> Lance, Thomas",,,,,,Brig,,,,Mars,,"LR1806<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/66,245<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, ADM7/375<><p><em>BNA</em> (Kew)</p>, T70/1584<><p><em>British National Archives</em> (Kew)</p>, PP,1806(265),XIII,no.7<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, rg, 17 Jan 1806<><i>Royal Gazette and Bahamas Advertiser</i>, LList, 24 Sept 1805<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 24 Dec 1805<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/5,1803.069<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,170.0,170.0,100.0,,10450.0,1805-06-15T00:00:00Z,,82479,1797.0,
"Wade, John Robinson",20.0,,32.0,,1789-04-09T00:00:00Z,,1789-03-01T00:00:00Z,,,,,1789.0,,,,,233.0,213.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,250.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Earle, Thomas<br/> Holland, Francis<br/> Caton, Joseph<br/> Earle, William (Jr)<br/> Hodgson, Thomas<br/> Hodgson, Ellis Leckonby<br/> Smale, John",,,10432.0,1787.0,,Ship,,,,Mars,,"LR1789<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/49,185<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LivRO,942HOL(10),481<><i>Liverpool Record Office</i> (Liverpool, UK) 942 HOL, Materials towards a History of Liverpool collected by John Holt and Matthew Gregson, vol. 10, Add.mss,38416,ff.1-2<><p><em>British Library, Additional Manuscripts</em> (London, UK)</p>, PP,1789(631),XXIV<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1792(766-7),XXXV<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, craig,81<>Craig, Robert and Rupert Jarvis, <i>Liverpool Registry of Merchant Ships</i> (Manchester, 1967)., LList, 5 May 1789<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 15 May 1789<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 5 June 1789<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,147.0,147.0,213.0,,80704.0,1787-05-10T00:00:00Z,1789-05-31T00:00:00Z,82483,,
